FHDI_Herb_ID,Herb_Latin_Name,Herb_English_Name,Herb_Pinyin_Name,Herb_Chinese_Name,Properties,Meridians ,Use_Part,Function ,Indication,Toxicity ,Therapeutic_Class,Therapeutic _Class_Chinese,HERB_ID,SymMap_ID,NPASS_ID,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Drug homologous food
H01020,Hypericum lancasteri,Lancaster’s StJohn’swort,ZHAN E JIN SI TAO,展萼金丝桃,NA,NA,NA,NA,NA,NA,NA,NA,HERB006916,NA,NA,269001,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,NA
H01021,Scutellaria viscidula,Viscidhair Skullcap,ZHAN MAO HUANG QIN,粘毛黄芩,NA,NA,root,See Scutellaria baicalensis.,See Scutellaria baicalensis.,NA,NA,NA,HERB006920,NA,NPO19994,512023,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Scutellaria,NA
H01022,Glycyrrhiza inflata,Inflated Licorice,ZHANG GUO GAN CAO,胀果甘草,NA,NA,root and rhizome,See Glycyrrhiza uralensis .,See Glycyrrhiza uralensis.,NA,NA,NA,HERB006926,NA,NPO1698,74614,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Glycyrrhiza,NA
H01023,Rheum palmatum,Sorrel Rhubarb,ZHANG YE DA HUANG,掌叶大黄,NA,NA,root and rhizome,See Rheum officinale.,See Rheum officinale.,NA,NA,NA,HERB006938,NA,NPO28024,137221,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Rheum,NA
H01024,Rhododendron micranthum,Manchurian Rhododendron,ZHAO SHAN BAI,照山白,NA,NA,branchlet-leaf or flower,"To relieve cough and transform phlegm, dispel wind and free network vessels, regulate menstruation and relieve pain.","Cough and asthma with abundant phlegm, wind-damp impediment pain, lumbago, menstrual disorder, dysmenorrhea, fracture.",NA,NA,NA,HERB006942,NA,NPO26763,118363,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,NA
H01025,Margarita,Pearl,ZHEN ZHU,珍珠,Cold; Sweet; Salty,Liver; Heart,NA,"Treatment of palpitation and insomnia, convulsion, epilepsy, nebula, skin ulcerations difficult to heal.","Treatment of palpitation and insomnia, convulsion, epilepsy, nebula, skin ulcerations difficult to heal.",NA,NA,平肝息风,HERB006967,NA,NPO28283,NA,NA,NA,NA,NA,NA,NA,NA,NA
H01026,Sorbaria sorbifolia,Ural Falsespiraea Equivalent plant: Sorbaria arborea,ZHEN ZHU MEI,珍珠梅,NA,NA,bark,"To quicken blood and dispel stasis, disperse swelling and relieve pain.","Fracture, knocks and falls, wind-damp impediment pain.",NA,NA,NA,HERB006971,NA,NPO9153,141005,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbaria,NA
H01027,Radix Glycyrrhizae Praeparata,Prepared Root of Ural Licorice,ZHI CAO,炙草,Mild; Sweet,Lung; Spleen; Stomach,Glycyrrhiza uralensis Fisch; Glycyrrhiza inflate Bat.;Glycyrrhiza glabra L.,"Treatment of deficiency of spleen and stomach, lassitude, palpitation, arrhythmia.","Treatment of deficiency of spleen and stomach, lassitude, palpitation, arrhythmia.",NA,For tonifying weakness,补虚,HERB006982,NA,NPO8180,NA,NA,NA,NA,NA,NA,NA,NA,NA
H01028,Radix Glycyrrhizae Preparata,Prepared Liauorice Root,ZHI GAN CAO,炙甘草,Mild; Sweet,Lung; Spleen; Stomach; Heart,Radix Glycyrrhizae.,"Treatment of deficiency of spleen and stomach, lassitude, palpitation, arrhythmia.","Treatment of deficiency of spleen and stomach, lassitude, palpitation, arrhythmia.",NA,For tonifying weakness,补虚,HERB006990,NA,NPO15711,NA,NA,NA,NA,NA,NA,NA,NA,NA
H01030,Poncirus trifoliata,Trifoliate-orange Root-bark,ZHI GEN PI,枳根皮,NA,NA,root cortex,"To constrain blood, relieve pain.","Toothache, hemorrhoids, hematochezia.",NA,NA,NA,HERB006992,NA,NPO31471,37690,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
H01031,Magnoliae Officinalis Praeparata,Prepared bark of Officinal magnolia,ZHI HOU PO,炙厚朴,Warm; Pungent; Bitter,Spleen; Large Intestine; Stomach,Magnolia officinalis Rehd. et Wils.;Magnolia officinalis Rehd. et Wils. var. biloba Rehd. et Wils.,"Treatment of accumulation of damp in the spleen and the stomach marked by epigastric strffiness, vomiting and diarrhea, abdominal distension and constipation due to retention of undigested food, cough and dyspnea caused by retanied damp.","1. Broad-spectrum antibacterial.2. Magnocurarine, one of the active components, can relaxstriated muscles.3. Its decoction stimulates the smooth muscles of intestines and bronchii in rabbits in vitro.4. Magnocuraine may also lower blood pressure and accelerate heart rate.",NA,For desolving dampness by flavors,芳香化湿,HERB006996,NA,NPO23867,NA,NA,NA,NA,NA,NA,NA,NA,NA
H01032,Fructus Aurantii,fruit of Seville orange,ZHI KE,枳壳,Minor cold; Pungent; Bitter,Spleen; Large Intestine; Stomach,Unripe fruit,"To regulate the flow of qi, remove its stagnation, and alleviate distension.","Phlegm stagnation in chest and diaphragm, glomus in chest, distention in rib-side, food accumulation, retching counterflow.",NA,Qi Regulating Drugs,理气药,HERB007004,485,NPO28841,NA,NA,NA,NA,NA,NA,NA,NA,"ZHI KE, a traditional Chinese medicine name. The dried immature fruit of Citrus aurantium L. and its cultivated varieties in the Rutaceae family. Harvest in July when the skin is still green, cut it in half from the middle, and dry it in the sun or at low temperature. It has the effect of regulating qi and regulating the middle, promoting stagnation and reducing swelling. Commonly used for chest and rib qi stagnation, bloating and pain, indigestion, cessation of phlegm and fluid, and organ prolapse."
H01034,Semen Strychni Praeparata,Nux Vomica,ZHI MA QIAN ZI,炙马钱子,Cold; Bitter,Spleen; Liver,Strychnos nux-vomica L.;Strychnos pierriana A. W. Hill.,"Treatment of protracted arthritis, rheumatoid arthralgia, numbness and paralysis, sequala of poliomyelitis, traumatic injury, boils and sores.","Treatment of protracted arthritis, rheumatoid arthralgia, numbness and paralysis, sequala of poliomyelitis, traumatic injury, boils and sores.",Extremely Toxic,Blood activation and stasis removal,活血化淤,HERB007020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
H01035,Anemarrhena asphodeloides,rhizome of Common Amarrhe; Rhizoma Anemarrhee,ZHI MU,知母,Cold; Sweet; Bitter,Lung; Stomach; Kidney,rhizome,"To remove heat and quench fire, and to promote the production of body fluid and relieve dryness syndromes.","Diabetes mellitus, warm heat disease, ardent fever with vexation and thirst, cough and asthma, dry cough, constipation, steaming bone tidal fever, vacuity vexation and insomnia, strangury-turbidity.",NA,Fire Purging Drugs,清热泻火药,HERB007023,482,NPO26741,59045,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Anemarrhena,NA
H01036,Fructus Aurantii,fruit of Seville orange,ZHI QIAO,枳壳,Minor cold; Pungent; Bitter,Spleen; Large Intestine; Stomach,Citrus aurantiu L.,"Treatment of distension and pain in the chest and hypochondriac regions due to stagnation of qi, indigestion with retention of phlegm and fluid, gastroptosis, prolapse of the rectum, prolapse of the uterus.","Treatment of distension and pain in the chest and hypochondriac regions due to stagnation of qi, indigestion with retention of phlegm and fluid, gastroptosis, prolapse of the rectum, prolapse of the uterus.",NA,Regulation of qi,理气,HERB007026,NA,NPO28841,NA,NA,NA,NA,NA,NA,NA,NA,"ZHI QIAO, a traditional Chinese medicine name. The dried immature fruit of Citrus aurantium L. and its cultivated varieties in the Rutaceae family. Harvest in July when the skin is still green, cut it in half from the middle, and dry it in the sun or at low temperature. It has the effect of regulating qi and regulating the middle, promoting stagnation and reducing swelling. Commonly used for chest and rib qi stagnation, bloating and pain, indigestion, cessation of phlegm and fluid, and organ prolapse."
H01037,Rhizoma Cimicifugae Praeparata,Prepared Largetrifoliolious Bugbane Rhizome,ZHI SHENG MA,炙升麻,Minor cold; Pungent,Lung; Spleen; Large Intestine; Stomach,Cimicifuga heracleifolia Kom.;Cimicifuga dahurica (Turcz.) Maxim.;Cimicifuga foetida L.,"Treatment of headache caused by wind-heat toothache, ulcers in themouth, sore throat, measles with inadequate eruption andother eruptive febrile diseases, prolapse of the rectum or the uterus.","1. Antipyretic, analgesic and anti-inflammatory. Gastric infusion of its extract (mainly containing ferulic acid) in a dosage of 1.0g/kg can lower the body temperature of normal rats and relieve the pain elicited by acetic acid in mice.2. Inhibiting myocardium, slowing heart rate and lowering heart rate and lowering blood pressure.",NA,For relieving exterior syndrome,解表,HERB007033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
